Source_id,Title,Time,Author,Content,Other_picture
56128217702,蘋果新機亮相 法人看好台積電、日月光等供應鏈受惠,2024/09/10 08:58:06,經濟日報 記者周克威／台北即時報導,"http://b.scorecardresearch.com/p?c1=2&c2=7390954&cv=2.0&cj=1蘋果iPhone 16全系列導入Apple全新設計的A18系列晶片。(記者黃筱晴／攝影)
蘋果發表iPhone 16等新品，在新訂單貢獻下，市場看好供應鏈下半年業績優於上半年，包括台積電 （2330） 、新進供應鏈的聯詠 （3034） 、日月光投控 （3711） 、精材 （3374） 等，營運將受惠。 法人機構表示，蘋果iPhone 16全系列導入Apple全新設計的A18系列晶片，iPhone 16、iPhone 16 Plus使用A18晶片；iPhone 16 Pro、iPhone 16 Pro Max則採用A18 Pro晶片。蘋果為第一家大量採用台積電N3投片客戶，因此A18與A18 Pro晶片皆延續使用台積電第二代N3P製程，都內建6核心CPU與16核心神經網路引擎，主要差別為A18配備5核心GPU；A18 Pro則配備6核心GPU。 iPhone 16全系列導入蘋果全新設計的A18系列晶片，採用台積電第二代N3 製程和後段先進封測，因此除台積電外，台積電子公司精材也有相關訂單，由於台積電本身先進封測產能吃緊，部份訂單將會外溢至精材，使精材營收也將會明顯成長。 另外，日月光投控與蘋果合作關係密切，主要透過旗下EMS廠環旭承接蘋果系統級封裝模組訂單，包括手機天線及WiFi模組等系統級封裝服務，已有多年供貨經驗，近幾代iPhone內部零件都可見到環旭系統級封裝模組。除iPhone外，另外蘋果穿戴裝置產品，日月光投控皆有供應，因此，預期日月光投控在下半年EMS營收明顯優於上半年。 分析師指出，蘋果此次新品的螢幕規格仍沿用OLED面板，畫素升級，聯詠將供應新iPhoneOLED驅動IC，為聯詠首度打入iPhone供應鏈，聯詠第2~3季陸續把OLED驅動IC 交給LGD，使聯詠OLED驅動IC出貨量會比上半年增加，預估上、下半年占比達4：6。另外後段封測廠頎邦 （6147） 亦將受惠。",
56128217687,中光電榮獲第六屆國家企業環保獎「銀級獎」,2024/09/10 08:49:35,經濟日報 記者李珣瑛／新竹即時報導,"http://b.scorecardresearch.com/p?c1=2&c2=7390954&cv=2.0&cj=1副總統蕭美琴（前排中）接見國家企業環保獎得主，中強光電由呂玉如副總（前排左一）代表出席。圖／中光電提供
中光電 （5371） 於9月6日在環境部舉辦的第六屆國家企業環保獎頒獎典禮上，再度勇奪「銀獎」殊榮，並首次獲得「榮譽環保企業獎」的高度肯定。中強光電憑藉卓越的環境管理與減碳作為，連續三年獲得國家企業環保獎銀獎，並於今年加碼獲得榮譽環保企業殊榮，充分彰顯公司在永續環境發展上堅定的承諾與投入。 為因應全球淨零碳排趨勢，中強光電全面展開碳管理措施，並積極響應國內外倡議及氣候組織。公司自2020年導入TCFD架構，並於2023年發佈氣候相關財務揭露報告，識別氣候風險與機會，制定低碳策略，並主動填覆2023 CDP問卷，獲得氣候變遷及水安全「B」管理等級，供應鏈議合評比更達到「A」領導等級。此外，今年已通過SBTi科學基礎減碳目標審核，訂定「以2021年為基準年，2032年實現溫室氣體範疇一和範疇二的絕對減量50.4%、範疇三的絕對減量30%」的減碳目標。 中強光電在節能減碳方面成效亮眼，臺灣廠區新增三座屋頂太陽能系統，裝置容量817千瓦，綠能使用量達95萬度，加上新增的33項節能措施，南科兩廠導入ESCO空調系統節能工程，並優化遠端監控設施，實現年度節電97萬度，節能率達35%，這些舉措使台灣廠區溫室氣體排放(範疇一與範疇二)較前一年度絕對減量達到18%。今年，竹南廠更成功取得集團內第一座LEED國際綠建築認證，深刻體現對永續發展的持續精進。 此外，在節水和減廢方面也取得顯著進展，不僅設置雨水和筏基水回收設施於各主要廠區，更推動多項節水措施，使臺灣廠區用水量較前一年度減少8%，用水回收率也增加到40%；在減廢方面，公司推動包裝材料回收再利用計畫，回收率高達97%，展現出公司對環境友善的堅定承諾。 中強光電將綠色產品視為企業淨零發展的基石之一，透過低耗能、輕量化和再生材料的使用來推動綠色產品。公司與品牌商合作，針對三款雷射投影機導入ISO 14067產品碳足跡盤查，並通過第三方驗證。亦連續八年自主盤查產品碳足跡，掌握產品碳排結構，優化產品設計，提升產品的永續發展競爭力。再者，為減少原物料耗用並落實循環經濟，擴大導入投影產品使用50%回收塑膠材作為機台外殼，累計使用14,838公斤回收塑料，將綠色設計理念融入產品開發，實現源頭減碳和責任生產。 除了在內部推動綠色轉型，也積極擴展企業的綠色影響力，不但連續七年認養龍鳳漁港海岸並舉辦淨灘活動，亦連續五年在世界地球日發起「關燈一小時」行動，今年共吸引了111間供應商及18所小學共同響應，共計19,117人參與。同時亦招募環保志工，舉辦了12場環境永續課程與活動，總計吸引17,272人參與，展現了企業在地球環境保護的積極貢獻。 中強光電將持續以4G力：「綠色產品」、「綠色產鏈」、「綠色生產」及「綠色生活」為核心，深耕環境永續，推動企業綠色轉型，並攜手綠色夥伴，共同努力實現淨零目標。 副總統蕭美琴（前排中）接見國家企業環保獎得主，中強光電由呂玉如副總（前排左一）代表出席。圖／中光電提供 中強光電獲頒「榮譽環保企業獎」殊榮，由呂玉如副總代表受獎。圖／中光電提供 環境部部長彭啓明頒發「國家企業環保獎」予中強光電受獎代表。圖／中光電提供 $(document).ready(function () {nstockStoryStockInfo();});","['https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/09/10/realtime/30475989.jpg&x=0&y=0&sw=0&sh=0&sl=W&fw=1050&exp=3600&exp=3600', 'https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/09/10/realtime/30475990.jpg&x=0&y=0&sw=0&sh=0&sl=W&fw=1050&exp=3600&exp=3600', 'https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/09/10/realtime/30475991.jpg&x=0&y=0&sw=0&sh=0&sl=W&fw=1050&exp=3600&exp=3600']"
56128217680,獨家／上市 PCB 廠競國台灣廠驚傳12月關廠 通知客戶,2024/09/10 08:40:45,經濟日報 記者尹慧中/台北即時報導,"http://b.scorecardresearch.com/p?c1=2&c2=7390954&cv=2.0&cj=1上市PCB廠商競國日前出售泰國廠給予陸資廠勝宏科技後，近日驚傳台灣廠驚傳12月前關廠，並對客戶發布通知預告客戶轉移生產。PCB示意圖。（聯合報系資料庫）
上市PCB廠商競國 （6108） 日前出售泰國廠給予陸資廠勝宏科技後，近日驚傳台灣廠驚傳12月前關廠，並對客戶發布通知預告客戶轉移生產，最後出貨日期2024年12月25日。至於後續台灣廠400名員工安排等細節不明。 對於相關台灣廠關廠議題，記者本週多次致電競國發言管道沒有取得回應，今日並再次於上班時間致電公司，尚待公司回應。 本報記者收到爆料，競國發布台灣廠關廠通知給予客戶。業界則分別證實，競國在處分泰國廠後，台灣廠也預計關閉，將由大陸廠區集中生產。 不過，競國8月27日甫於交易所召開法說會，當時並未提到台灣廠將關廠，如今時隔約一週，業界就傳出競國台灣廠將熄燈，引發產業議論。 依據競國先前法說會上說明，泰國廠簽約出售預計第三季交割並認列處分利益2319萬美元。 泰國廠過往主攻車用，至於若後續台灣廠也關閉，競國將僅剩大陸昆山廠。大陸廠則主要從事記憶體用板、電池板、網通板等。 競國8月法說會簡報顯示，台灣廠員工400人，大陸昆山廠1,738人，泰國廠員工1,075人。上半年終端前五大應用為記憶體21.3%，NB約20.5%，網通12.1%，家用10.5%，汽車板9.5%。 依據讀者爆料，競國2024年9月4日發布關廠通知書提到「公司長久以來深耕於PCB等產品的生產製造，品質亦為大家認可但隨著國際情勢與貴金屬價格不斷上漲，整體市場環境不佳，原物料成本變化巨大造成本公司生產營運艱難，經過整體考量市場狀況及內部調整，故決定於2024年12月底前停止台灣廠生產。特此通告！ 1.最後接單日期2024年10月31日 2.最後出貨日期2024年12月25日 請貴公司先行規劃移轉生產，對於可能造成不便利之處深成歉意，本公司亦承諾將盡全力減少此過度期間造成之影響。」 本報記者接獲讀者爆料競國發布台灣關廠通知給予客戶。記者尹慧中攝影 $(document).ready(function () {nstockStoryStockInfo();});",['https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/09/10/realtime/30475968.jpg&x=0&y=0&sw=0&sh=0&sl=W&fw=1050&exp=3600&exp=3600']
56128217344,碳費費率六年倍增 考驗產業界,2024/09/10 02:43:52,經濟日報 記者邱琮皓／台北報導,"http://b.scorecardresearch.com/p?c1=2&c2=7390954&cv=2.0&cj=1台灣討論碳費費率至少兩年有餘，如今端出起徵費率300元至500元，並喊出2030年後，費率就要一舉提高到1,200元至1,800元，短短六年間，費率就要增至二倍以上，考驗產業界的接受程度與適應力。 若借鏡他山之石，與台灣制度最相近的是課徵碳稅的新加坡。新加坡早在2019年開始課徵碳稅，起徵稅率每噸5星元（約新台幣123元），持續到2023年，自2024年才調升至每噸25星元（約新台幣614元），並規劃2026年調升至45星元（約新台幣1,106元），2030年並以50星元（約新台幣1,230元）至80星元（約新台幣1,966元）為目標。 換言之，觀察新加坡實施碳稅制度，最低稅率至少維持了五年，等於有了五年緩衝期；台灣啟動碳費制度，著重調和各方意見，但過了許久後，起徵費率300元起跳，起步已經慢了，又要趕在2030年後，與新加坡切齊標準，在追求國際競爭力的同時，如何讓產業能夠順利接軌，將是一大考驗。 產業界認為，碳費制度在六年內費率翻倍，雖然對標新加坡水準，但還要觀察各國相關配套措施，台灣也要有所對應，才能保全台灣國際競爭力。 另外以南韓為例，排放交易價格約216.5元，由於業者可獲得免費核配比例為九成，代表廠商只需要付一成，等於產業實際付出費率為每噸21.6元；至於新加坡每噸碳稅為600元，但會根據廠商提出的減量計畫給予直接減免。 $(document).ready(function () {nstockStoryStockInfo();});",
56128217347,台版CBAM 石化水泥聲聲催,2024/09/10 02:42:53,經濟日報 記者謝柏宏、尹慧中／台北報導,http://b.scorecardresearch.com/p?c1=2&c2=7390954&cv=2.0&cj=1環境部昨（9）日召開第五次碳費費率審議會，起徵費率區間建議落在300至500元，對此國內石化及水泥業者昨日表示，徵收碳費對業者很痛苦，但一定全力配合政府碳費政策，呼籲政府考慮本土與國際業者公平性，希望「台版碳邊境調整機制（CBAM）」應儘快推出，讓進口水泥也要課碳費。 石化公會指出，台灣的石化業真的很困難，區域貿易協定一項一項被取消，FTA覆蓋率低，不像資通訊產業在WTO下有免稅協定。石化原料銷台少，都是外銷，現在碳費將開徵，成本增加，產品價格上揚，下游業者就會找其他國家進口。石化原料除了中國大陸，其他地方也一直產出，公會也跟環境部建議要參考國際，要有公平性，像歐盟有核配制度。 石化公會說明，碳費徵收對產業來說很痛苦，客戶會找有區域全面經濟夥伴協定（RCEP）等如墨西哥地方進口。但石化業者只能盡量配合。 水泥業者也表示，針對政府將課碳費，國內水泥業者雖然很辛苦，但一定會全力配合，只不過除了本土水泥業要交碳費外，呼籲政府應儘快推「台版CBAM」上路，讓進口水泥業也須繳交碳費，避免造成不公平貿易競爭。 將是碳費徵收對象的晶圓代工龍頭台積電 （2330） 表示，將遵循法規及公告的實施辦法，預計對財務應不致造成影響。 $(document).ready(function () {nstockStoryStockInfo();});,
56128217337,台積電先進製程再添戰力 下世代 EUV 設備...本月進駐,2024/09/10 02:34:10,經濟日報 記者尹慧中／台北報導,"http://b.scorecardresearch.com/p?c1=2&c2=7390954&cv=2.0&cj=1台積電。 路透
業界傳出，台積電 （2330） 首台下世代高數值孔徑極紫外光微影設備（High-NA EUV）本月將進機，持續領先三星的交機進度，有助台積電持續衝刺新世代先進製程。 對於相關傳聞，艾司摩爾昨（9）日不評論單一客戶。台積電不回應市場傳聞。 業界盛傳，台積電首台High-NA EUV本月將進機，預計移入台積電全球研發中心，作為研發使用，進而應對後續A14等先進製程開發需求。 至於價格方面，外傳台積電總裁魏哲家親自出馬議價有成，在購買新機配售舊款產品之下，整體報價估可減少近二成。 據了解，高數值孔徑極紫外光微影設備報價逾4億歐元，因光鏡頭鏡片無法分拆入廠，高度比一間會議室還高、長度也遠超前一代設備，因規格特殊且精密，恐須機場或港口聯通的高速公路交管或特定路線於深夜運送入廠，以避免交通不順。 據統計，台積電目前是全球最大極紫外光微影系統設備持有者，估計占全球EUV晶圓設備產出65%，也是率先將EUV設備導入7奈米製程的廠商。 艾司摩爾已獲得所有極紫外光微影（EUV）設備客戶下單下世代產品。ASML High NA EUV產品管理副總裁Greet Storms日前受訪提到，「ASML持續推進新的技術，並獲得每個EUV客戶在研發階段青睞，這些也都是我們High-NA客戶，也都有下單給我們，2026年希望是往量產方向推進」，不過仍看客戶製程成本等總體考量。 艾司摩爾先前曾證實，今年底前將向台積電交付最新的High-NA EUV。艾司摩爾強調，下世代極紫外光微影設備已於去年底開始陸續出貨，產能預計每小時可曝光超過185片晶圓，將支援2奈米以下邏輯晶片及具有相似電晶體密度的記憶體晶片量產。",
56128217356,華為「三折機」黃牛炒到27萬元 富世達、兆利等台鏈利多,2024/09/10 02:06:09,經濟日報 記者陳昱翔、謝柏宏／台北報導,"http://b.scorecardresearch.com/p?c1=2&c2=7390954&cv=2.0&cj=1華為今天下午將舉辦新品發表會，最受矚目的全球首款三折機「Mate XT」日前無預警開放「盲購」，在沒有正式售價及產品規格下，短短三天吸引超過300萬人預購。（翻攝華為官網）
華為今天下午將舉辦新品發表會，最受矚目的全球首款三折機「Mate XT」日前無預警開放「盲購」，在沒有正式售價及產品規格下，短短三天吸引超過300萬人預購，由於人氣爆棚，傳出當地黃牛喊出加價兩倍、以人民幣6萬元（約新台幣27萬元）搶購，有望讓Mate XT成為近年來地表最高貴、搶購最凶的智慧手機。 Mate XT盲購熱潮盛況空前，市場看好相關零組件供應商出貨動能跟著旺，新機軸承獨家供應商富世達昨（9）日不畏大盤重挫，直奔漲停價751元收市，並帶動兆利 （3548） 、新日興 （3376） 、信錦 （1582） 等軸承廠同步逆勢收紅。 不僅軸承族群買氣強勁，友輝、南寶、新纖、材料-KY等上市櫃公司也正積極搶攻折疊手機商機，供應新世代「可撓式（折疊）手機」面板、背板、光學薄膜等，法人看好將陸續成為華為、小米、OPPO等品牌大廠折疊機零件供應商，有望雨露均霑。 華為在今天下午的新品發表會端出Mate XT，並揭露新機詳細規格與售價。 市場對這支全球首款三折機高度關注，根據外電報導，Mate XT硬體規格可能搭載16GB的RAM、容量分為512GB與1TB版本，螢幕全數展開可達10吋，鏡頭則是5,000萬像素、五倍光學變焦及1,300萬像素超廣角鏡頭，核心晶片則搭載華為自家麒麟9系列晶片，防塵等級為IPX8。 據了解，Mate XT官方定價約人民幣1.5萬元（約新台幣6.76萬元）起跳，最高規機種售價可能超過人民幣2萬元（約新台幣9萬元），被譽為「電子茅台」，但盲購人氣依舊火熱，傳出有黃牛喊出加價至人民幣6萬元（約新台幣27萬元），比最高規機種多兩倍。",
56128217359,彭博：i16難掀換機潮,2024/09/10 02:01:49,經濟日報 編譯劉忠勇、陳律安／綜合外電,http://b.scorecardresearch.com/p?c1=2&c2=7390954&cv=2.0&cj=1外界普遍看好蘋果iPhone 16系列新機銷售之際，彭博記者葛曼（Mark Gurman）提出Apple Intelligence功能尚未成熟、新機還不能在歐盟和中國大陸市場推出、消費者還未能明白AI的好處等三個論點，直言iPhone 16系列新機不會帶起換機超級周期。 葛曼認為，今年不太可能出現超級換機潮，因為總經因素作祟；中國大陸智慧手機市場仍然疲軟，且全球很多消費者都在緊縮支出。 更大的問題可能歸結於技術本身；尤其新iPhone的外觀幾乎與去年機型沒兩樣，固然會有一些小幅的相機升級和其他功能，但要刺激消費者升級，就非得有全新設計不可，只是今年不會看到這類變化。 $(document).ready(function () {nstockStoryStockInfo();});,
56128217360,鴻海攻智慧城 軟硬進擊,2024/09/10 01:55:56,經濟日報 記者蕭君暉／台北報導,http://b.scorecardresearch.com/p?c1=2&c2=7390954&cv=2.0&cj=1鴻海 （2317） 攜手高雄市政府打造的智慧城市落地，以旗下電動巴士（ Model T）為應用的交通軟體服務「iBus+ App」正式上線，提供八大應用服務。 在鴻海的協助下，高雄市智慧交通軟體服務從電子化邁向數位化，再到AI 化，未來將推廣到其他城市與海外，目標是打造智慧城市的整城輸出方案。 鴻海打造智慧城市解決方案，不僅透過電動巴士的普及化，來協助前端資訊的收集與推廣應用服務，也打造後端的行控中心，可以說是包含硬體、軟體與服務的整體解決方案，透過軟硬進擊的方式，搶進智慧城市商機。 鴻海董事長劉揚偉認為，台灣硬體產業很厲害，但產官學研要有「軟體為主，硬體為輔」策略，為台灣下一代打造更好的空間。例如打造頂層的智慧城市，把許多領域與應用利用AI串聯，提供市民各項便利服務，形成一種商業模式帶動軟體產業發展。 鴻海去年4月和高雄市政府簽署投資意向書，規劃智慧城市完整解決方案。鴻海以系統整合商角色，憑藉智慧城市平台CityGPT為基礎，組織智慧城市大聯盟，支持所有方案商，加速建構城市數位化及智慧化服務。 CityGPT是以MODEL T做為移動物聯網的載具，蒐集所有城市數據，再同步到智慧城市開放大平台和方案商共享，以App Store的概念，串聯智慧交通、智慧觀光，以及一系列的食衣住行等多項服務。 $(document).ready(function () {nstockStoryStockInfo();});,
56128217268,長榮、陽明8月績優營收倍增 關注美東、德國碼頭勞資談判,2024/09/10 01:23:18,經濟日報 記者黃淑惠／台北報導,"http://b.scorecardresearch.com/p?c1=2&c2=7390954&cv=2.0&cj=1貨櫃雙雄長榮、陽明昨（9）日公布8月營收，同步交出不俗的成績單。（路透）
貨櫃雙雄長榮 （2603） 、陽明 （2609） 昨（9）日公布8月營收，同步交出不俗的成績單，長榮單月營收537.59億元，年增115.74%；陽明單月營收257.6億元，年增110.51%。 由於歐洲線8月運價較7月下滑近兩成，長榮8月營收，呈現月減1.17%；陽明則逆勢月增1.19%。 陽明認為，美東碼頭勞資談判暫無實質進展，德國碼頭勞資協商持續進行，仍有罷工風險，必須要持續觀察變化及碼頭作業動態審慎應對。業內指出，海運供應鏈仍脆弱，一旦罷工，將推升運價再度向上。 長榮、陽明8月營收概況 長榮8月營收略比7月下滑，主要是即期市場運價依不同航線約下降約一到二成，但對整體8月營收表現而言，受到影響不大；8月單月合併營收537.59億元，較上個月減少6.38億元，減少幅度為1.17%，然較去年同期增加288.41億元，增幅115.74％。長榮累計前八個合併營收達3,031.23億元，較去年同期增加1,205.7億元，年增率達66.05%。 陽明8月單月營收為257.6億元，較7月營收增加3.02億元，增幅為1.19%，較去年同期營收增加135.23億元，增幅為110.51%；累計前八個月營收為1,476.09億元，較去年同期營收956.93億元，增幅為54.25%。 根據Alphaliner統計，扣除塢修船舶數量，截至今年8月26日船舶閒置率仍處於低點，全球僅0.7%、約21.2萬TEU（20呎櫃）貨櫃船屬於純閒置狀態，且部分重要港口偶有塞港議題，加上航線繞道影響，整體船噸供給仍緊張。而歐、美及加拿大與中國之間貿易壁壘、地緣政治風險持續，全球經貿發展仍存在諸多不確定性。 法人分析，貨櫃輪8月運價受到大陸出口貨量需求的速度趨緩慢，運價全面走跌，上海集裝箱出口（SCFI）運價指數8月跌幅為14%，遠東到東及美西每FEU（40呎櫃）月跌幅分別為7.8%及11.7%；遠東到歐洲運價每TEU跌幅都達兩成，不過仍處於相對高檔。 美國降息正在醞釀中，有望推升全球經濟貿易量持續增溫，市場貨量也會跟著增加；至於船舶供給量也會開始放緩，明年新船交船數量開始下滑，約較今年減少近半；只要中東地緣問題無解，依舊會對於脆弱貨櫃輪供應鏈帶來衝擊，第4季有望維持高運價，長榮、陽明有望維持高營收、高獲利的表現。",['https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/09/10/2/30474978.jpg&x=0&y=0&sw=0&sh=0&sl=W&fw=500&exp=3600&exp=3600']
Source_id,Title,Time,Author,Content,Other_picture
56128218071,"iPhone 16 亮相 郭明錤提前上修今年出貨上看8,900萬支",2024/09/10 11:10:12,經濟日報 記者楊伶雯／台北即時報導,"http://b.scorecardresearch.com/p?c1=2&c2=7390954&cv=2.0&cj=1蘋果秋季發表會。圖／蘋果提供
蘋果秋季發表會登場，iPhone 16系列正式亮相，趕在發表會前，天風國際證券分析師郭明錤提前上修今年iPhone 16系列出貨預估，由原預估的8,700~8,800萬支微調至8,800~8,900萬支，他表示，加單主要來自iPhone 16標準版。 蘋果發表iPhone 16系列產品，新款iPhone 16螢幕大小為6.1英寸，iPhone 16 Plus為6.7英寸，都具備可自定義的功能按鈕，及全新的「相機控制」按鈕，可一鍵快速進入相機功能；iPhone 16和iPhone 16 Plus在美國的起售價格分別為799美元和899美元，台灣起售價則分別落在台幣29,900元，與台幣32,900元。 蘋果也同步發表iPhone 16 Pro和iPhone 16 Pro Max兩款螢幕更大、效能更強的新機；前者擁有6.3吋的顯示幕，後者螢幕尺寸更高達6.9吋，顏色包括黑色鈦金屬、原色鈦金屬、白色鈦金屬和新色沙漠鈦金屬；iPhone 16 Pro的起售價為999美元，Pro Max為1,199美元；在台灣的起售價分別落在台幣36,900元與台幣44,900元。 趕在蘋果發表會前，郭明錤發表最新的預估，更新iPhone 16系列生產資料及今年第3季、第4季、明年第1季的出貨計畫、 EMS的訂單比重等；郭明錤預估，iPhone 16標準版、iPhone 16 Plus、iPhone 16 Pro與iPhone 16 Pro Max占今年iPhone 16系列出貨分別約26%、6%、30%與38%。 郭明錤表示，根據新產品發佈時間，可推測Apple為iPhone 16預購準備約1,500~1,700萬支，預估iPhone 16系列相較去去年的iPhone 15系列，在第3季出貨約成長10% ，原因並非iPhone 16系列需求較強，而是賣最好的iPhone 15 Pro Max因潛望鏡生產初期良率低，去年第3季出貨動能較弱所造成。 郭明錤預估，iPhone 16系列第4季出貨量約6,300萬支，相較iPhone 15系列年減5~7%； iPhone 16系列明年第1季出貨顯著季減53~55%，主因進入淡季且來自新款iPhone SE4潛在替代效應。 郭明錤指出，嚴格來說，現在iPhone EMS只有鴻海跟立訊，自今年7月開始，立訊已是和碩iPhone製造事業的最大股東；鴻海與立訊的iPhone 16系列訂單生產比重分別為55~60%與40~45%。 郭明錤強調，iPhone 16系列的預購結果可能會改變今年第4季後半與明年上半年的生產計畫，為接下來的追蹤重點。",
56128218048,半導體業超高薪職務出爐 連下游國內業務月薪都有近6萬,2024/09/10 11:03:32,經濟日報 記者葉卉軒／台北即時報導,"http://b.scorecardresearch.com/p?c1=2&c2=7390954&cv=2.0&cj=1AI熱潮爆發，明顯帶動半導體薪資成長。104人力銀行10日發布最新資料顯示，觀察近10年20萬筆半導體產業求職會員薪資，2024年平均月薪5.9萬。 圖／聯合報系資料照片
AI熱潮爆發，明顯帶動半導體薪資成長。104人力銀行10日發布最新資料顯示，觀察近10年20萬筆半導體產業求職會員薪資，2024年平均月薪5.9萬，在63個產業中，僅次於電腦及消費性電子製造業、排行全產業第二。 若依地區，北部半導體平均月薪突破6萬、中南部逾5萬；依職務，上游產業的類比IC設計工程師平均月薪逾10萬，下游產業的國內業務平均月薪5.8萬，擠進下游產業的前五大高薪職務，也為非理工科系最有機會切入的半導體高薪職務。 104人力銀行大數據顯示，2024年半導體平均月薪5.9萬，年增幅4.6%，高於去年增幅2.8%，2024年半導體景氣回溫加上AI帶動產業應用發展，企業留才攬才更願意提升從業人員薪資；看長期，近五年半導體業薪資增幅15%，居五大高薪產業（電腦及消費性電子製造、鞋類/紡織製品製造、投資理財、軟體網路業）的最大增幅，顯見半導體產業依舊為近年台灣經濟的重要支柱。 此外，104人力銀行大數據還顯示，2024年半導體各地區平均月薪，北部6.2萬最高，中部5.3萬，南部5.4萬；各區增幅，受惠於2023年南科產值超越竹科，南部半導體薪資年增幅5.5%居各區之冠。 至於在半導體產業鏈上中下游的15個高薪職務中，有14個為工程師，以上游類比IC設計工程師平均月薪10.4萬最高，在上、中游從事類比或數位IC設計職務，薪資可達9.2萬以上；演算法開發工程師薪資9.2萬，與2023年平均月薪8.4萬相比，薪資成長近10%；唯一非工程師的職務為下游國內業務，薪資5.8萬，是非理工科系投入半導體爭取高薪的切入點。 半導體上中下游前五大高薪職務。 圖／104人力銀行提供 $(document).ready(function () {nstockStoryStockInfo();});",['https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/09/10/realtime/30477043.png&x=0&y=0&sw=0&sh=0&sl=W&fw=1050&exp=3600&exp=3600']
56128218004,iPhone 16來了 遠傳同步 Apple 官網 13日開放預購　,2024/09/10 10:49:08,經濟日報 記者黃晶琳／台北即時報導,http://b.scorecardresearch.com/p?c1=2&c2=7390954&cv=2.0&cj=1蘋果iPhone16系列於台灣時間10日凌晨正式發表，今年預計推出包含iPhone 16、iPhone 16 Plus、iPhone 16 Pro、iPhone 16 1Pro Max 4款全新機型，預料將再掀起年度換機熱潮，遠傳電信宣布，同步Apple官網，於9月13日晚上8時起開放預購，遠傳也從今日上午11時起，推出限時24小時快閃調查，只需線上完成今年最愛iPhone 16機款問卷，就有機會獲得最新iPhone16。 遠傳電信資深副總趙憶南表示，這次iPhone 16系列價格不變，在硬體規格上提升還超有感，且未來將陸續新增多項Apple Intelligence功能，讓使用者在日常生活中能夠享受到更智慧、更便捷的使用體驗，預計將會再掀起一波年度換機大熱潮，帶動4G升級5G的需求，且過往遠傳iPhone新機到貨比市場充足，可以滿足客戶需求。全新款iPhone、搭配遠傳優質的網路、超強最新功能，三個願望一次全滿足，才是最完美的體驗。遠傳在5G網路的優勢，包含經國際機構認證的世界級網速，以及合併亞太後擁有的業界最大5G頻寬，會是消費者使用iPhone的最佳拍檔。 全新iPhone 16全面使用A18晶片處理器，iPhone 16 Pro/Pro Max則搭載A18 Pro晶片，全面支援 「Apple Intelligence」AI功能，強力驅動新一代的相機功能，而超高能源效率讓電池續航力更持久。iPhone 16全系列搭載48MP主相機，並新增「Capture Button相機控制鍵」全新設計，橫向模式拍照時更便利，可按壓或滑動來啟動不同功能，如拍照、拍片，取景時半按亦可打開新選頂介面，讓拍攝更精準。 同時，iPhone 16 Pro 系列，沿用鈦金屬設計，並帶來四大配色，其中全新「沙漠色鈦金屬」暖色調配色，特別引人矚目；而iPhone 16採用鋁金屬機身，除基本色白色、黑色外，還有「湛海藍」、「湖水綠」和「粉紅」三種新配色。今年新機更迎來史上最大螢幕，iPhone 16 Pro升級更大的 6.3 吋螢幕（原本6.1 吋），而 iPhone 16 Pro Max 螢幕則將增至 6.9 吋（原本6.7 吋），適合愛看影片和玩遊戲的用戶。 $(document).ready(function () {nstockStoryStockInfo();});,
